item_id,system,catalog,condition_type,qid,category,answer_chars,refusal,n_mag_values,mag_out_of_range,n_dates,dates_out_of_span,months_out_of_span,lat_out_of_box,lon_out_of_box,conflation_marker,any_out_of_catalog
vector_rag|qiaojia_only|A19,vector_rag,qiaojia,only,A19,A,155,none,0,,1,,,,,,False
vector_rag|qiaojia_only|A20,vector_rag,qiaojia,only,A20,A,204,partial,0,,0,,,,,,False
vector_rag|qiaojia_only|B1,vector_rag,qiaojia,only,B1,B,73,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B2,vector_rag,qiaojia,only,B2,B,75,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B3,vector_rag,qiaojia,only,B3,B,276,none,5,,2,,,,,,False
vector_rag|qiaojia_only|B4,vector_rag,qiaojia,only,B4,B,154,none,0,,2,,,,,,False
vector_rag|qiaojia_only|B5,vector_rag,qiaojia,only,B5,B,47,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B6,vector_rag,qiaojia,only,B6,B,80,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B7,vector_rag,qiaojia,only,B7,B,71,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B8,vector_rag,qiaojia,only,B8,B,434,none,5,,1,,,,,,False
vector_rag|qiaojia_only|B9,vector_rag,qiaojia,only,B9,B,76,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B10,vector_rag,qiaojia,only,B10,B,78,full,1,,0,,,,,,False
vector_rag|qiaojia_only|B11,vector_rag,qiaojia,only,B11,B,43,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B12,vector_rag,qiaojia,only,B12,B,62,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B13,vector_rag,qiaojia,only,B13,B,444,none,5,,1,,,,,,False
vector_rag|qiaojia_only|B14,vector_rag,qiaojia,only,B14,B,39,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B15,vector_rag,qiaojia,only,B15,B,71,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B16,vector_rag,qiaojia,only,B16,B,57,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B17,vector_rag,qiaojia,only,B17,B,71,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B18,vector_rag,qiaojia,only,B18,B,53,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B19,vector_rag,qiaojia,only,B19,B,59,full,0,,0,,,,,,False
vector_rag|qiaojia_only|B20,vector_rag,qiaojia,only,B20,B,55,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C1,vector_rag,qiaojia,only,C1,C,523,partial,7,,1,,,,,,False
vector_rag|qiaojia_only|C2,vector_rag,qiaojia,only,C2,C,66,full,1,,0,,,,,,False
vector_rag|qiaojia_only|C3,vector_rag,qiaojia,only,C3,C,59,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C4,vector_rag,qiaojia,only,C4,C,189,none,0,,1,,,,,,False
vector_rag|qiaojia_only|C5,vector_rag,qiaojia,only,C5,C,305,none,7,,1,,,,,,False
vector_rag|qiaojia_only|C6,vector_rag,qiaojia,only,C6,C,56,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C7,vector_rag,qiaojia,only,C7,C,555,none,7,,1,,,,,,False
vector_rag|qiaojia_only|C8,vector_rag,qiaojia,only,C8,C,363,none,0,,1,,,,,,False
vector_rag|qiaojia_only|C9,vector_rag,qiaojia,only,C9,C,577,none,14,,1,,,,,,False
vector_rag|qiaojia_only|C10,vector_rag,qiaojia,only,C10,C,59,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C11,vector_rag,qiaojia,only,C11,C,414,none,5,,1,,,,,,False
vector_rag|qiaojia_only|C12,vector_rag,qiaojia,only,C12,C,41,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C13,vector_rag,qiaojia,only,C13,C,504,none,14,,2,,,,,,False
vector_rag|qiaojia_only|C14,vector_rag,qiaojia,only,C14,C,250,none,2,,1,,,,,,False
vector_rag|qiaojia_only|C15,vector_rag,qiaojia,only,C15,C,227,none,5,,0,,,,,,False
vector_rag|qiaojia_only|C16,vector_rag,qiaojia,only,C16,C,97,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C17,vector_rag,qiaojia,only,C17,C,392,none,10,,1,,,,,,False
vector_rag|qiaojia_only|C18,vector_rag,qiaojia,only,C18,C,39,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C19,vector_rag,qiaojia,only,C19,C,74,full,0,,0,,,,,,False
vector_rag|qiaojia_only|C20,vector_rag,qiaojia,only,C20,C,72,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D1,vector_rag,qiaojia,only,D1,D,78,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D2,vector_rag,qiaojia,only,D2,D,74,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D3,vector_rag,qiaojia,only,D3,D,46,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D4,vector_rag,qiaojia,only,D4,D,57,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D5,vector_rag,qiaojia,only,D5,D,55,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D6,vector_rag,qiaojia,only,D6,D,47,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D7,vector_rag,qiaojia,only,D7,D,52,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D8,vector_rag,qiaojia,only,D8,D,56,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D9,vector_rag,qiaojia,only,D9,D,61,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D10,vector_rag,qiaojia,only,D10,D,51,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D11,vector_rag,qiaojia,only,D11,D,37,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D12,vector_rag,qiaojia,only,D12,D,58,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D13,vector_rag,qiaojia,only,D13,D,58,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D14,vector_rag,qiaojia,only,D14,D,106,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D15,vector_rag,qiaojia,only,D15,D,42,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D16,vector_rag,qiaojia,only,D16,D,43,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D17,vector_rag,qiaojia,only,D17,D,53,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D18,vector_rag,qiaojia,only,D18,D,44,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D19,vector_rag,qiaojia,only,D19,D,44,full,0,,0,,,,,,False
vector_rag|qiaojia_only|D20,vector_rag,qiaojia,only,D20,D,52,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E1,vector_rag,qiaojia,only,E1,E,70,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E2,vector_rag,qiaojia,only,E2,E,75,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E3,vector_rag,qiaojia,only,E3,E,91,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E4,vector_rag,qiaojia,only,E4,E,111,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E5,vector_rag,qiaojia,only,E5,E,84,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E6,vector_rag,qiaojia,only,E6,E,66,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E7,vector_rag,qiaojia,only,E7,E,37,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E8,vector_rag,qiaojia,only,E8,E,72,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E9,vector_rag,qiaojia,only,E9,E,72,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E10,vector_rag,qiaojia,only,E10,E,79,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E11,vector_rag,qiaojia,only,E11,E,73,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E12,vector_rag,qiaojia,only,E12,E,52,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E13,vector_rag,qiaojia,only,E13,E,82,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E14,vector_rag,qiaojia,only,E14,E,76,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E15,vector_rag,qiaojia,only,E15,E,77,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E16,vector_rag,qiaojia,only,E16,E,82,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E17,vector_rag,qiaojia,only,E17,E,86,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E18,vector_rag,qiaojia,only,E18,E,76,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E19,vector_rag,qiaojia,only,E19,E,99,full,0,,0,,,,,,False
vector_rag|qiaojia_only|E20,vector_rag,qiaojia,only,E20,E,71,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|A1,vector_rag,ridgecrest,only,A1,A,323,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|A2,vector_rag,ridgecrest,only,A2,A,63,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|A3,vector_rag,ridgecrest,only,A3,A,220,partial,0,,0,,,,,,False
vector_rag|ridgecrest_only|A4,vector_rag,ridgecrest,only,A4,A,184,partial,0,,0,,,,,,False
vector_rag|ridgecrest_only|A5,vector_rag,ridgecrest,only,A5,A,86,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|A6,vector_rag,ridgecrest,only,A6,A,109,full,0,,1,,,,,,False
vector_rag|ridgecrest_only|A7,vector_rag,ridgecrest,only,A7,A,188,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|A8,vector_rag,ridgecrest,only,A8,A,182,partial,0,,0,,,,,,False
vector_rag|ridgecrest_only|A9,vector_rag,ridgecrest,only,A9,A,138,none,0,,0,,,,,,False
vector_rag|ridgecrest_only|A10,vector_rag,ridgecrest,only,A10,A,188,none,1,,0,,,,,,False
vector_rag|ridgecrest_only|A11,vector_rag,ridgecrest,only,A11,A,71,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|A12,vector_rag,ridgecrest,only,A12,A,162,partial,0,,0,,,,,,False
vector_rag|ridgecrest_only|A13,vector_rag,ridgecrest,only,A13,A,65,none,0,,2,,,,,,False
vector_rag|ridgecrest_only|A14,vector_rag,ridgecrest,only,A14,A,142,partial,0,,0,,,,,,False
vector_rag|ridgecrest_only|A15,vector_rag,ridgecrest,only,A15,A,86,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|A16,vector_rag,ridgecrest,only,A16,A,152,none,6,,0,,,,,,False
vector_rag|ridgecrest_only|A17,vector_rag,ridgecrest,only,A17,A,306,none,3,,1,,,,,,False
vector_rag|ridgecrest_only|A18,vector_rag,ridgecrest,only,A18,A,144,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|A19,vector_rag,ridgecrest,only,A19,A,182,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|A20,vector_rag,ridgecrest,only,A20,A,275,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|B1,vector_rag,ridgecrest,only,B1,B,94,full,0,,1,,,,,,False
vector_rag|ridgecrest_only|B2,vector_rag,ridgecrest,only,B2,B,88,none,0,,1,,,,117.726,,True
vector_rag|ridgecrest_only|B3,vector_rag,ridgecrest,only,B3,B,267,partial,5,,1,,,,,,False
vector_rag|ridgecrest_only|B4,vector_rag,ridgecrest,only,B4,B,129,none,2,,1,,,,,,False
vector_rag|ridgecrest_only|B5,vector_rag,ridgecrest,only,B5,B,86,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B6,vector_rag,ridgecrest,only,B6,B,88,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B7,vector_rag,ridgecrest,only,B7,B,396,partial,9,,4,,,,,,False
vector_rag|ridgecrest_only|B8,vector_rag,ridgecrest,only,B8,B,438,none,5,,1,,,,,,False
vector_rag|ridgecrest_only|B9,vector_rag,ridgecrest,only,B9,B,74,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B10,vector_rag,ridgecrest,only,B10,B,86,full,1,,0,,,,,,False
vector_rag|ridgecrest_only|B11,vector_rag,ridgecrest,only,B11,B,77,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B12,vector_rag,ridgecrest,only,B12,B,118,full,0,,1,,,,,,False
vector_rag|ridgecrest_only|B13,vector_rag,ridgecrest,only,B13,B,374,none,5,,1,,,,,,False
vector_rag|ridgecrest_only|B14,vector_rag,ridgecrest,only,B14,B,58,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B15,vector_rag,ridgecrest,only,B15,B,93,none,0,,2,,,,,,False
vector_rag|ridgecrest_only|B16,vector_rag,ridgecrest,only,B16,B,97,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B17,vector_rag,ridgecrest,only,B17,B,62,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B18,vector_rag,ridgecrest,only,B18,B,94,full,0,,1,,,,,,False
vector_rag|ridgecrest_only|B19,vector_rag,ridgecrest,only,B19,B,66,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|B20,vector_rag,ridgecrest,only,B20,B,63,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|C1,vector_rag,ridgecrest,only,C1,C,753,partial,15,,1,,,,,,False
vector_rag|ridgecrest_only|C2,vector_rag,ridgecrest,only,C2,C,304,none,0,,2,,,,,,False
vector_rag|ridgecrest_only|C3,vector_rag,ridgecrest,only,C3,C,402,none,4,,5,,,,,M7.1 mainshock misdated to 2019-07-05 (true: 2019-07-06 UTC),True
vector_rag|ridgecrest_only|C4,vector_rag,ridgecrest,only,C4,C,206,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|C5,vector_rag,ridgecrest,only,C5,C,1072,none,0,,2,,,,,,False
vector_rag|ridgecrest_only|C6,vector_rag,ridgecrest,only,C6,C,98,full,0,,1,,,,,,False
vector_rag|ridgecrest_only|C7,vector_rag,ridgecrest,only,C7,C,789,none,10,,1,,,,,,False
vector_rag|ridgecrest_only|C8,vector_rag,ridgecrest,only,C8,C,872,none,14,,1,,,,,,False
vector_rag|ridgecrest_only|C9,vector_rag,ridgecrest,only,C9,C,666,none,0,,3,,,,,,False
vector_rag|ridgecrest_only|C10,vector_rag,ridgecrest,only,C10,C,67,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|C11,vector_rag,ridgecrest,only,C11,C,439,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|C12,vector_rag,ridgecrest,only,C12,C,302,none,2,,2,,,,,,False
vector_rag|ridgecrest_only|C13,vector_rag,ridgecrest,only,C13,C,1200,none,15,,1,,,,,,False
vector_rag|ridgecrest_only|C14,vector_rag,ridgecrest,only,C14,C,361,none,6,,0,,,,,,False
vector_rag|ridgecrest_only|C15,vector_rag,ridgecrest,only,C15,C,281,partial,5,,0,,,,,,False
vector_rag|ridgecrest_only|C16,vector_rag,ridgecrest,only,C16,C,133,partial,0,,0,,,,,,False
vector_rag|ridgecrest_only|C17,vector_rag,ridgecrest,only,C17,C,500,none,10,,1,,,,,,False
vector_rag|ridgecrest_only|C18,vector_rag,ridgecrest,only,C18,C,51,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|C19,vector_rag,ridgecrest,only,C19,C,76,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|C20,vector_rag,ridgecrest,only,C20,C,78,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D1,vector_rag,ridgecrest,only,D1,D,77,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D2,vector_rag,ridgecrest,only,D2,D,79,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D3,vector_rag,ridgecrest,only,D3,D,72,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D4,vector_rag,ridgecrest,only,D4,D,75,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D5,vector_rag,ridgecrest,only,D5,D,63,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D6,vector_rag,ridgecrest,only,D6,D,57,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D7,vector_rag,ridgecrest,only,D7,D,62,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D8,vector_rag,ridgecrest,only,D8,D,62,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D9,vector_rag,ridgecrest,only,D9,D,64,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D10,vector_rag,ridgecrest,only,D10,D,74,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D11,vector_rag,ridgecrest,only,D11,D,43,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D12,vector_rag,ridgecrest,only,D12,D,68,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D13,vector_rag,ridgecrest,only,D13,D,58,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D14,vector_rag,ridgecrest,only,D14,D,97,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D15,vector_rag,ridgecrest,only,D15,D,63,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D16,vector_rag,ridgecrest,only,D16,D,50,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D17,vector_rag,ridgecrest,only,D17,D,63,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D18,vector_rag,ridgecrest,only,D18,D,54,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D19,vector_rag,ridgecrest,only,D19,D,64,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|D20,vector_rag,ridgecrest,only,D20,D,63,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E1,vector_rag,ridgecrest,only,E1,E,305,none,0,,2,,,,,,False
vector_rag|ridgecrest_only|E2,vector_rag,ridgecrest,only,E2,E,86,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E3,vector_rag,ridgecrest,only,E3,E,102,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E4,vector_rag,ridgecrest,only,E4,E,285,partial,0,,1,,,,,,False
vector_rag|ridgecrest_only|E5,vector_rag,ridgecrest,only,E5,E,218,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|E6,vector_rag,ridgecrest,only,E6,E,104,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E7,vector_rag,ridgecrest,only,E7,E,78,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E8,vector_rag,ridgecrest,only,E8,E,182,partial,0,,0,,,,,,False
vector_rag|ridgecrest_only|E9,vector_rag,ridgecrest,only,E9,E,93,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E10,vector_rag,ridgecrest,only,E10,E,77,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E11,vector_rag,ridgecrest,only,E11,E,120,full,0,,1,,,,,,False
vector_rag|ridgecrest_only|E12,vector_rag,ridgecrest,only,E12,E,207,none,2,,2,,,,,,False
vector_rag|ridgecrest_only|E13,vector_rag,ridgecrest,only,E13,E,101,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E14,vector_rag,ridgecrest,only,E14,E,120,full,0,,1,,,,,,False
vector_rag|ridgecrest_only|E15,vector_rag,ridgecrest,only,E15,E,89,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E16,vector_rag,ridgecrest,only,E16,E,337,none,0,,1,,,,,,False
vector_rag|ridgecrest_only|E17,vector_rag,ridgecrest,only,E17,E,107,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E18,vector_rag,ridgecrest,only,E18,E,82,full,0,,0,,,,,,False
vector_rag|ridgecrest_only|E19,vector_rag,ridgecrest,only,E19,E,200,partial,0,,1,,,,,,False
vector_rag|ridgecrest_only|E20,vector_rag,ridgecrest,only,E20,E,81,full,0,,0,,,,,,False
vector_rag|maduo_only|A1,vector_rag,maduo,only,A1,A,64,full,0,,0,,,,,,False
vector_rag|maduo_only|A2,vector_rag,maduo,only,A2,A,77,full,0,,0,,,,,,False
vector_rag|maduo_only|A3,vector_rag,maduo,only,A3,A,58,full,0,,0,,,,,,False
vector_rag|maduo_only|A4,vector_rag,maduo,only,A4,A,94,full,0,,0,,,,,,False
vector_rag|maduo_only|A5,vector_rag,maduo,only,A5,A,66,full,0,,0,,,,,,False
vector_rag|maduo_only|A6,vector_rag,maduo,only,A6,A,65,full,0,,0,,,,,,False
vector_rag|maduo_only|A7,vector_rag,maduo,only,A7,A,90,full,0,,0,,,,,,False
vector_rag|maduo_only|A8,vector_rag,maduo,only,A8,A,55,full,0,,0,,,,,,False
vector_rag|maduo_only|A9,vector_rag,maduo,only,A9,A,68,full,0,,0,,,,,,False
vector_rag|maduo_only|A10,vector_rag,maduo,only,A10,A,71,full,0,,0,,,,,,False
vector_rag|maduo_only|A11,vector_rag,maduo,only,A11,A,69,full,0,,0,,,,,,False
vector_rag|maduo_only|A12,vector_rag,maduo,only,A12,A,64,full,0,,0,,,,,,False
vector_rag|maduo_only|A13,vector_rag,maduo,only,A13,A,60,full,0,,0,,,,,,False
vector_rag|maduo_only|A14,vector_rag,maduo,only,A14,A,62,full,0,,0,,,,,,False
vector_rag|maduo_only|A15,vector_rag,maduo,only,A15,A,59,full,0,,0,,,,,,False
vector_rag|maduo_only|A16,vector_rag,maduo,only,A16,A,76,full,0,,0,,,,,,False
vector_rag|maduo_only|A17,vector_rag,maduo,only,A17,A,56,full,0,,0,,,,,,False
vector_rag|maduo_only|A18,vector_rag,maduo,only,A18,A,61,full,0,,0,,,,,,False
vector_rag|maduo_only|A19,vector_rag,maduo,only,A19,A,157,none,1,,2,,,,,,False
vector_rag|maduo_only|A20,vector_rag,maduo,only,A20,A,79,full,0,,0,,,,,,False
vector_rag|maduo_only|B1,vector_rag,maduo,only,B1,B,80,full,0,,0,,,,,,False
vector_rag|maduo_only|B2,vector_rag,maduo,only,B2,B,54,full,0,,0,,,,,,False
vector_rag|maduo_only|B3,vector_rag,maduo,only,B3,B,57,full,0,,0,,,,,,False
vector_rag|maduo_only|B4,vector_rag,maduo,only,B4,B,58,full,0,,0,,,,,,False
vector_rag|maduo_only|B5,vector_rag,maduo,only,B5,B,48,full,0,,0,,,,,,False
vector_rag|maduo_only|B6,vector_rag,maduo,only,B6,B,87,full,0,,0,,,,,,False
vector_rag|maduo_only|B7,vector_rag,maduo,only,B7,B,91,full,0,,0,,,,,,False
vector_rag|maduo_only|B8,vector_rag,maduo,only,B8,B,53,full,0,,0,,,,,,False
vector_rag|maduo_only|B9,vector_rag,maduo,only,B9,B,57,full,0,,0,,,,,,False
vector_rag|maduo_only|B10,vector_rag,maduo,only,B10,B,81,full,1,,0,,,,,,False
vector_rag|maduo_only|B11,vector_rag,maduo,only,B11,B,58,full,0,,0,,,,,,False
vector_rag|maduo_only|B12,vector_rag,maduo,only,B12,B,45,full,0,,0,,,,,,False
vector_rag|maduo_only|B13,vector_rag,maduo,only,B13,B,53,full,0,,0,,,,,,False
vector_rag|maduo_only|B14,vector_rag,maduo,only,B14,B,58,full,0,,0,,,,,,False
vector_rag|maduo_only|B15,vector_rag,maduo,only,B15,B,53,full,0,,0,,,,,,False
vector_rag|maduo_only|B16,vector_rag,maduo,only,B16,B,64,full,0,,0,,,,,,False
vector_rag|maduo_only|B17,vector_rag,maduo,only,B17,B,58,full,0,,0,,,,,,False
vector_rag|maduo_only|B18,vector_rag,maduo,only,B18,B,74,full,0,,0,,,,,,False
vector_rag|maduo_only|B19,vector_rag,maduo,only,B19,B,63,full,0,,0,,,,,,False
vector_rag|maduo_only|B20,vector_rag,maduo,only,B20,B,50,full,0,,0,,,,,,False
vector_rag|maduo_only|C1,vector_rag,maduo,only,C1,C,84,full,0,,0,,,,,,False
vector_rag|maduo_only|C2,vector_rag,maduo,only,C2,C,73,full,1,,0,,,,,,False
vector_rag|maduo_only|C3,vector_rag,maduo,only,C3,C,73,full,0,,0,,,,,,False
vector_rag|maduo_only|C4,vector_rag,maduo,only,C4,C,60,full,0,,0,,,,,,False
vector_rag|maduo_only|C5,vector_rag,maduo,only,C5,C,52,full,0,,0,,,,,,False
vector_rag|maduo_only|C6,vector_rag,maduo,only,C6,C,61,full,0,,0,,,,,,False
vector_rag|maduo_only|C7,vector_rag,maduo,only,C7,C,47,full,0,,0,,,,,,False
vector_rag|maduo_only|C8,vector_rag,maduo,only,C8,C,49,full,0,,0,,,,,,False
vector_rag|maduo_only|C9,vector_rag,maduo,only,C9,C,54,full,0,,0,,,,,,False
vector_rag|maduo_only|C10,vector_rag,maduo,only,C10,C,61,full,0,,0,,,,,,False
vector_rag|maduo_only|C11,vector_rag,maduo,only,C11,C,78,full,0,,0,,,,,,False
vector_rag|maduo_only|C12,vector_rag,maduo,only,C12,C,64,full,0,,0,,,,,,False
vector_rag|maduo_only|C13,vector_rag,maduo,only,C13,C,855,none,14,,2,,,,,,False
vector_rag|maduo_only|C14,vector_rag,maduo,only,C14,C,84,full,0,,0,,,,,,False
vector_rag|maduo_only|C15,vector_rag,maduo,only,C15,C,72,none,0,,0,,,,,,False
vector_rag|maduo_only|C16,vector_rag,maduo,only,C16,C,91,full,0,,0,,,,,,False
vector_rag|maduo_only|C17,vector_rag,maduo,only,C17,C,61,full,0,,0,,,,,,False
vector_rag|maduo_only|C18,vector_rag,maduo,only,C18,C,49,full,0,,0,,,,,,False
vector_rag|maduo_only|C19,vector_rag,maduo,only,C19,C,85,full,0,,0,,,,,,False
vector_rag|maduo_only|C20,vector_rag,maduo,only,C20,C,84,full,0,,0,,,,,,False
vector_rag|maduo_only|D1,vector_rag,maduo,only,D1,D,85,full,0,,0,,,,,,False
vector_rag|maduo_only|D2,vector_rag,maduo,only,D2,D,78,full,0,,0,,,,,,False
vector_rag|maduo_only|D3,vector_rag,maduo,only,D3,D,84,full,0,,0,,,,,,False
vector_rag|maduo_only|D4,vector_rag,maduo,only,D4,D,73,full,0,,0,,,,,,False
vector_rag|maduo_only|D5,vector_rag,maduo,only,D5,D,63,full,0,,0,,,,,,False
vector_rag|maduo_only|D6,vector_rag,maduo,only,D6,D,56,full,0,,0,,,,,,False
vector_rag|maduo_only|D7,vector_rag,maduo,only,D7,D,57,full,0,,0,,,,,,False
vector_rag|maduo_only|D8,vector_rag,maduo,only,D8,D,69,full,0,,0,,,,,,False
vector_rag|maduo_only|D9,vector_rag,maduo,only,D9,D,67,full,0,,0,,,,,,False
vector_rag|maduo_only|D10,vector_rag,maduo,only,D10,D,49,full,0,,0,,,,,,False
vector_rag|maduo_only|D11,vector_rag,maduo,only,D11,D,42,full,0,,0,,,,,,False
vector_rag|maduo_only|D12,vector_rag,maduo,only,D12,D,65,full,0,,0,,,,,,False
vector_rag|maduo_only|D13,vector_rag,maduo,only,D13,D,60,full,0,,0,,,,,,False
vector_rag|maduo_only|D14,vector_rag,maduo,only,D14,D,55,full,0,,0,,,,,,False
vector_rag|maduo_only|D15,vector_rag,maduo,only,D15,D,48,full,0,,0,,,,,,False
vector_rag|maduo_only|D16,vector_rag,maduo,only,D16,D,49,full,0,,0,,,,,,False
vector_rag|maduo_only|D17,vector_rag,maduo,only,D17,D,62,full,0,,0,,,,,,False
vector_rag|maduo_only|D18,vector_rag,maduo,only,D18,D,67,full,0,,0,,,,,,False
vector_rag|maduo_only|D19,vector_rag,maduo,only,D19,D,63,full,0,,0,,,,,,False
vector_rag|maduo_only|D20,vector_rag,maduo,only,D20,D,61,full,0,,0,,,,,,False
vector_rag|maduo_only|E1,vector_rag,maduo,only,E1,E,82,full,0,,0,,,,,,False
vector_rag|maduo_only|E2,vector_rag,maduo,only,E2,E,85,full,0,,0,,,,,,False
vector_rag|maduo_only|E3,vector_rag,maduo,only,E3,E,94,full,0,,0,,,,,,False
vector_rag|maduo_only|E4,vector_rag,maduo,only,E4,E,76,full,0,,0,,,,,,False
vector_rag|maduo_only|E5,vector_rag,maduo,only,E5,E,84,full,0,,0,,,,,,False
vector_rag|maduo_only|E6,vector_rag,maduo,only,E6,E,86,full,0,,0,,,,,,False
vector_rag|maduo_only|E7,vector_rag,maduo,only,E7,E,53,full,0,,0,,,,,,False
